class,w,h,xc,yc,area
1,0.0767,0.05,0.17,0.3567,0.0038350000000000003
1,0.0767,0.0517,0.04,0.1642,0.00396539
1,0.0383,0.0633,0.5258,0.8383,0.00242439
1,0.0667,0.07,0.8767,0.7217,0.004669
1,0.0383,0.0617,0.6108,0.4792,0.00236311
0,0.0499,0.0649,0.4293,0.1755,0.00323851
0,0.0699,0.0532,0.2529,0.0416,0.00371868
1,0.0649,0.0349,0.7562,0.327,0.00226501
1,0.0783,0.0633,0.4975,0.8583,0.004956389999999999
4,0.03,0.0349,0.9035,0.9526,0.001047
4,0.0416,0.0266,0.6947,0.6889,0.00110656
2,0.0749,0.0649,0.7379,0.7712,0.00486101
4,0.0267,0.0317,0.1183,0.8842,0.00084639
4,0.0267,0.0333,0.55,0.2967,0.0008891100000000001
4,0.03,0.03,0.11,0.2667,0.0009
5,0.035,0.0283,0.4808,0.6025,0.0009905
5,0.03,0.0667,0.4117,0.7833,0.0020009999999999997
5,0.0567,0.03,0.6967,0.905,0.001701
5,0.0617,0.0267,0.1625,0.5217,0.00164739
3,0.0516,0.0832,0.8311,0.4309,0.00429312
3,0.0399,0.0449,0.7388,0.2105,0.00179151
3,0.0449,0.0483,0.2321,0.3519,0.00216867
3,0.0399,0.0449,0.1231,0.5932,0.00179151
2,0.0417,0.0333,0.9742,0.8817,0.0013886100000000002
3,0.0399,0.0483,0.5957,0.3918,0.00192717
3,0.0399,0.0516,0.8003,0.5915,0.0020588399999999997
2,0.0483,0.0433,0.48,0.6223,0.00209139
2,0.0483,0.0483,0.4767,0.9459,0.0023328900000000002
2,0.0449,0.0516,0.703,0.7296,0.00231684
3,0.0699,0.0982,0.3993,0.4717,0.00686418
3,0.0549,0.0566,0.0424,0.6339,0.0031073399999999997
0,0.0449,0.0416,0.2804,0.8544,0.00186784
2,0.0467,0.0383,0.9583,0.6708,0.00178861
2,0.0433,0.04,0.6633,0.5683,0.001732
1,0.0367,0.04,0.53,0.3167,0.0014680000000000001
1,0.0333,0.0417,0.105,0.3025,0.0013886100000000002
1,0.0383,0.0383,0.3075,0.5242,0.00146689
2,0.0433,0.0417,0.3083,0.1608,0.00180561
1,0.0283,0.0566,0.48,0.0699,0.00160178
2,0.0433,0.0417,0.2033,0.4392,0.00180561
2,0.0583,0.0483,0.6908,0.6208,0.00281589
2,0.0483,0.0383,0.886,0.2804,0.00184989
5,0.0433,0.0233,0.0233,0.48,0.00100889
5,0.025,0.0417,0.1625,0.2208,0.0010425
3,0.0517,0.0483,0.8325,0.3975,0.0024971100000000003
3,0.0533,0.055,0.8717,0.1892,0.0029315
3,0.06,0.0533,0.5967,0.6183,0.003198
2,0.0599,0.0599,0.4759,0.614,0.0035880100000000004
2,0.0316,0.0349,0.9592,0.2704,0.0011028400000000001
2,0.0449,0.0416,0.3536,0.5549,0.00186784
4,0.0399,0.0333,0.8469,0.9218,0.0013286700000000001
4,0.0383,0.0416,0.495,0.8211,0.0015932799999999999
1,0.0417,0.065,0.7758,0.0792,0.0027105000000000002
1,0.0433,0.07,0.9267,0.3533,0.0030310000000000003
5,0.0732,0.0283,0.8686,0.901,0.00207156
5,0.0865,0.025,0.7271,0.9626,0.0021625
5,0.0632,0.0216,0.8153,0.5765,0.0013651200000000003
4,0.035,0.04,0.1675,0.1683,0.0014000000000000002
0,0.04,0.0383,0.0517,0.2992,0.0015320000000000002
0,0.0467,0.0417,0.2617,0.3192,0.00194739
0,0.0433,0.06,0.45,0.8383,0.0025979999999999996
0,0.0499,0.0499,0.4276,0.1797,0.00249001
2,0.0467,0.0467,0.17,0.38,0.00218089
4,0.0317,0.0317,0.4708,0.4258,0.00100489
2,0.0699,0.0616,0.8935,0.7413,0.00430584
2,0.0549,0.0649,0.2321,0.6181,0.0035630099999999997
1,0.0717,0.0283,0.6742,0.1992,0.0020291099999999998
1,0.0217,0.0583,0.8958,0.1642,0.00126511
1,0.0733,0.0367,0.185,0.02,0.0026901100000000003
2,0.0683,0.065,0.0875,0.9658,0.0044395
3,0.0667,0.095,0.41,0.2925,0.006336499999999999
3,0.0733,0.0983,0.495,0.6792,0.00720539
5,0.0267,0.1033,0.43,0.6417,0.0027581100000000002
5,0.0383,0.0517,0.9792,0.5358,0.00198011
0,0.0417,0.055,0.8942,0.3608,0.0022935
0,0.0417,0.06,0.4192,0.645,0.002502
0,0.05,0.0383,0.7583,0.7192,0.001915
3,0.095,0.0783,0.7658,0.4692,0.0074385
3,0.1967,0.1233,0.2783,0.6683,0.02425311
3,0.12,0.0933,0.695,0.6617,0.011196
2,0.0333,0.0383,0.73,0.3075,0.0012753900000000002
0,0.0317,0.0467,0.7408,0.4,0.0014803899999999998
0,0.025,0.045,0.3675,0.6958,0.001125
4,0.0317,0.03,0.3292,0.46,0.0009509999999999999
4,0.035,0.025,0.4042,0.1608,0.0008750000000000001
4,0.0467,0.025,0.6533,0.0875,0.0011675
4,0.0233,0.035,0.7633,0.9258,0.0008155000000000001
5,0.0517,0.05,0.2792,0.1683,0.0025850000000000005
5,0.0367,0.0817,0.8983,0.4025,0.00299839
3,0.0483,0.055,0.4058,0.2608,0.0026565
1,0.0267,0.07,0.27,0.34,0.0018690000000000002
1,0.0567,0.02,0.305,0.5617,0.001134
3,0.0666,0.0649,0.5125,0.5682,0.00432234
3,0.0649,0.0582,0.2188,0.8627,0.00377718
1,0.0467,0.0233,0.655,0.7283,0.00108811
0,0.05,0.0733,0.2117,0.1867,0.0036650000000000003
0,0.08,0.0483,0.1917,0.8275,0.0038640000000000002
0,0.065,0.0517,0.8092,0.2408,0.0033605
2,0.05,0.04,0.88,0.46,0.002
2,0.0383,0.0399,0.1672,0.2696,0.00152817
2,0.0366,0.0333,0.3078,0.4393,0.00121878
2,0.0433,0.0366,0.1048,0.6456,0.00158478
3,0.0367,0.0333,0.76,0.0183,0.0012221100000000002
4,0.0399,0.0383,0.7837,0.7729,0.00152817
4,0.0283,0.045,0.2325,0.2958,0.0012735
3,0.0483,0.0649,0.0424,0.6398,0.00313467
3,0.0449,0.0632,0.0241,0.8785,0.0028376800000000004
0,0.0417,0.035,0.5692,0.8725,0.0014595
5,0.05,0.1033,0.9533,0.5117,0.005165
5,0.1183,0.035,0.8325,0.9792,0.0041405
4,0.035,0.0567,0.1758,0.6783,0.0019845
3,0.0782,0.1115,0.8394,0.4418,0.008719300000000001
3,0.0433,0.0948,0.0233,0.5849,0.004104839999999999
1,0.0483,0.035,0.6408,0.9242,0.0016905000000000002
1,0.03,0.05,0.95,0.2783,0.0015
3,0.0533,0.06,0.2467,0.8633,0.003198
3,0.055,0.04,0.5292,0.2467,0.0022
3,0.055,0.0533,0.2842,0.335,0.0029315
3,0.0467,0.055,0.3433,0.5042,0.0025685
0,0.0583,0.035,0.5092,0.0425,0.0020405
0,0.0333,0.0583,0.6383,0.4225,0.00194139
3,0.0383,0.0583,0.3175,0.4075,0.00223289
3,0.0617,0.0367,0.8108,0.2833,0.0022643900000000002
3,0.0383,0.0367,0.7358,0.8367,0.00140561
4,0.0333,0.0449,0.8968,0.6364,0.0014951700000000003
4,0.0416,0.0433,0.8311,0.807,0.00180128
1,0.0566,0.0416,0.4077,0.4418,0.00235456
1,0.0566,0.0449,0.0483,0.5865,0.00254134
0,0.0349,0.0715,0.1572,0.2055,0.00249535
0,0.0616,0.0682,0.673,0.8794,0.00420112
0,0.0715,0.0782,0.9226,0.6531,0.0055913
5,0.0649,0.0349,0.322,0.3702,0.00226501
5,0.1383,0.06,0.2258,0.2317,0.008298
0,0.0416,0.0333,0.6231,0.0832,0.00138528
0,0.0649,0.0433,0.7163,0.2812,0.00281017
3,0.0416,0.0466,0.4884,0.3161,0.00193856
3,0.0649,0.0915,0.2188,0.1556,0.00593835
3,0.0549,0.0799,0.1473,0.4176,0.00438651
2,0.05,0.055,0.8933,0.5758,0.0027500000000000003
2,0.055,0.0533,0.4092,0.7417,0.0029315
3,0.0533,0.0583,0.32,0.4008,0.00310739
3,0.0617,0.0583,0.6275,0.1475,0.0035971099999999997
3,0.0483,0.0367,0.2875,0.33,0.0017726100000000002
2,0.0632,0.0582,0.7937,0.4567,0.0036782400000000006
2,0.0649,0.0616,0.0341,0.3319,0.00399784
3,0.0383,0.0566,0.7978,0.6556,0.00216778
3,0.0549,0.0483,0.4484,0.2088,0.00265167
3,0.0449,0.0532,0.6448,0.4077,0.00238868
3,0.0483,0.0483,0.906,0.5433,0.0023328900000000002
0,0.04,0.03,0.84,0.6833,0.0012
0,0.0367,0.0433,0.4183,0.7017,0.0015891100000000001
3,0.0533,0.0567,0.3417,0.33,0.00302211
3,0.0683,0.0617,0.7425,0.7408,0.00421411
3,0.0483,0.0433,0.8108,0.51,0.00209139
1,0.0383,0.0367,0.7075,0.7567,0.00140561
1,0.04,0.0467,0.3833,0.925,0.0018679999999999999
1,0.0417,0.05,0.5158,0.62,0.002085
5,0.035,0.0283,0.8158,0.0708,0.0009905
5,0.03,0.0667,0.745,0.2517,0.0020009999999999997
2,0.0449,0.0549,0.4368,0.2005,0.00246501
2,0.0399,0.0399,0.3394,0.8519,0.0015920099999999998
2,0.035,0.0683,0.9808,0.4458,0.0023905000000000003
2,0.0617,0.06,0.8125,0.1567,0.0037019999999999996
5,0.0667,0.025,0.2233,0.3192,0.0016675
2,0.0416,0.0416,0.6065,0.6747,0.00173056
5,0.1015,0.0483,0.2687,0.0657,0.004902450000000001
5,0.0699,0.0666,0.2463,0.1947,0.004655340000000001
3,0.0783,0.1117,0.1575,0.5592,0.00874611
3,0.0433,0.095,0.9767,0.4158,0.0041135
0,0.0417,0.0383,0.0642,0.1808,0.0015971100000000001
0,0.0333,0.0433,0.41,0.6233,0.0014418900000000001
2,0.0533,0.065,0.0517,0.8008,0.0034645
3,0.0815,0.1231,0.4285,0.3977,0.01003265
3,0.0699,0.0982,0.6539,0.8211,0.00686418
4,0.0449,0.0566,0.8428,0.4526,0.00254134
4,0.0349,0.0433,0.8195,0.0449,0.00151117
4,0.0399,0.0416,0.5474,0.129,0.0016598399999999999
4,0.0349,0.0366,0.4052,0.3062,0.00127734
1,0.0383,0.0483,0.5316,0.4734,0.00184989
1,0.0383,0.0715,0.901,0.7463,0.00273845
2,0.0582,0.0399,0.7912,0.3211,0.00232218
4,0.0316,0.0399,0.9476,0.7787,0.00126084
0,0.0433,0.0283,0.3067,0.4908,0.0012253899999999998
0,0.0267,0.0333,0.5217,0.8133,0.0008891100000000001
5,0.09,0.035,0.6217,0.4492,0.00315
5,0.0433,0.045,0.6683,0.6625,0.0019485
5,0.0417,0.0683,0.7442,0.7408,0.00284811
2,0.0517,0.0467,0.4758,0.34,0.00241439
3,0.1215,0.0366,0.53,0.9784,0.0044469
5,0.0983,0.05,0.7208,0.8767,0.004915
1,0.06,0.055,0.73,0.8242,0.0033
1,0.0683,0.0383,0.8392,0.3692,0.00261589
1,0.0467,0.0833,0.7117,0.3683,0.00389011
5,0.0633,0.03,0.6933,0.38,0.0018989999999999999
2,0.0383,0.0399,0.8145,0.3478,0.00152817
2,0.0366,0.0366,0.3361,0.812,0.00133956
1,0.055,0.0433,0.9475,0.7483,0.0023815
1,0.0567,0.065,0.525,0.8008,0.0036855
4,0.045,0.0567,0.8192,0.5483,0.0025515
4,0.0367,0.0433,0.8433,0.9567,0.0015891100000000001
4,0.0283,0.0383,0.1325,0.6608,0.00108389
4,0.0417,0.0267,0.2875,0.5933,0.0011133900000000001
5,0.0566,0.1564,0.3977,0.8885,0.00885224
2,0.0267,0.0383,0.24,0.2575,0.00102261
5,0.0466,0.0266,0.2862,0.1631,0.00123956
2,0.0533,0.0517,0.1483,0.6842,0.0027556100000000004
2,0.045,0.05,0.7242,0.2717,0.00225
2,0.0317,0.0367,0.7542,0.1983,0.00116339
2,0.035,0.035,0.1608,0.1992,0.0012250000000000002
2,0.035,0.0433,0.3158,0.8883,0.0015155000000000001
1,0.0366,0.0433,0.6606,0.6822,0.00158478
1,0.0333,0.0366,0.4326,0.0965,0.00121878
1,0.0466,0.0433,0.4409,0.2845,0.00201778
0,0.03,0.06,0.1333,0.8317,0.0018
3,0.05,0.0533,0.3967,0.1683,0.0026650000000000003
3,0.0567,0.055,0.1883,0.1292,0.0031185
3,0.055,0.0617,0.6175,0.4042,0.0033935
3,0.0849,0.0749,0.1106,0.3403,0.00635901
3,0.0682,0.0666,0.297,0.1947,0.00454212
2,0.0567,0.0617,0.665,0.1992,0.00349839
2,0.0483,0.055,0.7025,0.4692,0.0026565
2,0.0567,0.0583,0.5583,0.9692,0.00330561
4,0.0333,0.0449,0.2313,0.6364,0.0014951700000000003
4,0.0416,0.0433,0.1656,0.807,0.00180128
4,0.03,0.0483,0.4233,0.6508,0.001449
5,0.0433,0.0932,0.5208,0.4759,0.00403556
5,0.0516,0.0433,0.9709,0.0765,0.00223428
3,0.0483,0.0517,0.1275,0.8692,0.0024971100000000003
4,0.0233,0.0233,0.9817,0.6633,0.0005428900000000001
4,0.03,0.025,0.5817,0.1092,0.00075
4,0.0283,0.0317,0.8842,0.3792,0.0008971099999999999
0,0.05,0.0367,0.94,0.6883,0.0018350000000000003
1,0.06,0.0367,0.6517,0.275,0.002202
1,0.0767,0.0383,0.3483,0.4958,0.0029376100000000002
1,0.0567,0.045,0.7217,0.8508,0.0025515
4,0.0449,0.0449,0.7612,0.4767,0.0020160100000000004
4,0.0449,0.0466,0.8178,0.6323,0.0020923400000000003
4,0.0416,0.0333,0.4884,0.2379,0.00138528
4,0.0366,0.0499,0.4576,0.797,0.00182634
4,0.0383,0.0316,0.2987,0.4784,0.0012102800000000002
2,0.0616,0.0632,0.8428,0.1997,0.0038931200000000003
2,0.0466,0.0532,0.9734,0.9351,0.00247912
3,0.0617,0.0367,0.1442,0.2833,0.0022643900000000002
3,0.0383,0.0367,0.0692,0.8367,0.00140561
2,0.0998,0.1165,0.614,0.178,0.0116267
0,0.0516,0.0283,0.7762,0.6265,0.00146028
0,0.0682,0.03,0.307,0.3145,0.0020459999999999996
4,0.0533,0.045,0.8567,0.8908,0.0023985
4,0.0233,0.0366,0.7005,0.4725,0.00085278
4,0.0266,0.0333,0.6073,0.792,0.0008857800000000001
4,0.0283,0.0333,0.4468,0.1681,0.0009423900000000001
2,0.0833,0.0767,0.2683,0.5967,0.00638911
2,0.0667,0.0817,0.04,0.3592,0.005449389999999999
3,0.055,0.0617,0.8525,0.7392,0.0033935
3,0.065,0.07,0.4408,0.44,0.00455
1,0.0833,0.0517,0.0783,0.9525,0.00430661
4,0.0267,0.0367,0.9483,0.4433,0.0009798900000000002
4,0.03,0.0333,0.7783,0.69,0.000999
4,0.0217,0.0383,0.7208,0.4408,0.00083111
0,0.0532,0.0532,0.4842,0.822,0.00283024
0,0.0383,0.0549,0.1223,0.9576,0.00210267
4,0.0366,0.0499,0.7737,0.6339,0.00182634
3,0.0699,0.0666,0.4709,0.8236,0.004655340000000001
1,0.03,0.0649,0.9484,0.2055,0.001947
2,0.0283,0.03,0.5942,0.595,0.0008489999999999999
2,0.025,0.03,0.8458,0.775,0.00075
2,0.035,0.0333,0.7292,0.89,0.0011655000000000003
3,0.0383,0.0433,0.317,0.0466,0.00165839
3,0.0366,0.0433,0.4043,0.2113,0.00158478
2,0.0383,0.04,0.8075,0.485,0.0015320000000000002
5,0.0717,0.0367,0.5392,0.8517,0.0026313900000000004
5,0.0667,0.0317,0.68,0.6325,0.00211439
5,0.0317,0.0733,0.9242,0.7767,0.0023236100000000003
0,0.04,0.065,0.975,0.5058,0.0026000000000000003
0,0.0417,0.0767,0.6342,0.8433,0.00319839
2,0.0832,0.0765,0.7288,0.4043,0.0063647999999999995
2,0.0666,0.0815,0.9567,0.6414,0.005427900000000001
1,0.0833,0.0483,0.52,0.1925,0.00402339
1,0.0667,0.0833,0.3117,0.1917,0.0055561099999999995
1,0.035,0.1033,0.8725,0.1683,0.0036155000000000007
1,0.1133,0.0733,0.745,0.7483,0.00830489
0,0.0283,0.035,0.5558,0.9458,0.0009905
0,0.0383,0.0333,0.6342,0.3533,0.0012753900000000002
0,0.0283,0.0566,0.8594,0.2379,0.00160178
0,0.0333,0.0466,0.8286,0.6406,0.0015517800000000002
1,0.1,0.0417,0.4517,0.7925,0.00417
2,0.0717,0.0683,0.2958,0.2892,0.00489711
2,0.055,0.045,0.2858,0.6625,0.0024749999999999998
3,0.0633,0.0533,0.525,0.56,0.0033738899999999996
3,0.0783,0.0517,0.9192,0.0625,0.00404811
3,0.0683,0.08,0.9358,0.8567,0.005464
3,0.0733,0.0767,0.7433,0.96,0.0056221100000000005
3,0.06,0.0717,0.1483,0.5575,0.004301999999999999
5,0.0216,0.0815,0.5566,0.718,0.0017604
5,0.0599,0.02,0.8769,0.8985,0.001198
5,0.0682,0.0333,0.7329,0.9634,0.00227106
4,0.03,0.035,0.7617,0.0475,0.0010500000000000002
4,0.0417,0.0267,0.9708,0.3117,0.0011133900000000001
4,0.0267,0.035,0.23,0.5275,0.0009345000000000001
2,0.06,0.05,0.8233,0.62,0.003
0,0.045,0.0417,0.7192,0.1458,0.0018765
1,0.0417,0.0717,0.3825,0.4992,0.0029898900000000003
1,0.0383,0.075,0.6775,0.5725,0.0028725
1,0.065,0.07,0.2108,0.7217,0.00455
4,0.04,0.0383,0.1567,0.1692,0.0015320000000000002
3,0.0733,0.0733,0.1267,0.06,0.005372890000000001
3,0.0433,0.0483,0.3794,0.9725,0.00209139
3,0.0449,0.0349,0.8394,0.9792,0.0015670100000000002
3,0.0683,0.0467,0.1475,0.5217,0.00318961
0,0.0316,0.0516,0.9809,0.9476,0.00163056
3,0.0516,0.0433,0.9493,0.7837,0.00223428
3,0.0516,0.0383,0.5915,0.7246,0.00197628
3,0.0266,0.0433,0.4609,0.9002,0.0011517799999999998
3,0.0667,0.0633,0.2283,0.3233,0.004222109999999999
3,0.0883,0.085,0.4042,0.0725,0.007505500000000001
4,0.045,0.0567,0.4892,0.2017,0.0025515
4,0.035,0.0433,0.5108,0.61,0.0015155000000000001
4,0.04,0.0417,0.7833,0.5258,0.001668
4,0.035,0.0367,0.9275,0.3483,0.0012845000000000003
2,0.04,0.0433,0.2767,0.45,0.001732
2,0.0433,0.0383,0.6617,0.8375,0.00165839
1,0.0667,0.0333,0.8833,0.0417,0.00222111
0,0.0417,0.0483,0.5842,0.2758,0.00201411
0,0.0483,0.0533,0.8192,0.5617,0.00257439
0,0.0717,0.0417,0.8825,0.8475,0.0029898900000000003
1,0.035,0.06,0.9292,0.9183,0.0021000000000000003
2,0.0366,0.0349,0.5707,0.3835,0.00127734
4,0.0383,0.04,0.0425,0.6083,0.0015320000000000002
4,0.0317,0.0367,0.0392,0.3833,0.00116339
1,0.055,0.0383,0.6208,0.5825,0.0021065
1,0.0317,0.0483,0.2925,0.6158,0.00153111
0,0.0333,0.0267,0.9633,0.4767,0.0008891100000000001
5,0.0567,0.0733,0.8033,0.3167,0.00415611
4,0.0416,0.0366,0.272,0.0998,0.00152256
4,0.0366,0.0416,0.3827,0.0707,0.00152256
4,0.0399,0.0416,0.2579,0.4168,0.0016598399999999999
5,0.0216,0.0666,0.4651,0.6123,0.0014385600000000002
5,0.02,0.1181,0.6805,0.6747,0.002362
0,0.0466,0.0333,0.7121,0.7038,0.0015517800000000002
0,0.0483,0.0333,0.9459,0.975,0.0016083900000000003
0,0.0483,0.0316,0.3486,0.8727,0.0015262800000000003
0,0.0316,0.0516,0.5699,0.1789,0.00163056
0,0.0333,0.0449,0.3461,0.104,0.0014951700000000003
2,0.045,0.04,0.9092,0.49,0.0018
2,0.045,0.05,0.0942,0.81,0.00225
2,0.0283,0.0283,0.9558,0.7525,0.00080089
1,0.0383,0.0617,0.2742,0.3492,0.00236311
1,0.04,0.0783,0.495,0.6525,0.003132
1,0.0483,0.0583,0.8508,0.2792,0.00281589
5,0.0682,0.0316,0.9626,0.074,0.00215512
5,0.0815,0.03,0.7296,0.1481,0.002445
5,0.1015,0.0333,0.3652,0.8819,0.0033799500000000005
5,0.0349,0.0965,0.0707,0.8319,0.00336785
4,0.0233,0.0233,0.6839,0.3378,0.0005428900000000001
4,0.0233,0.0266,0.4293,0.2829,0.00061978
2,0.0833,0.0633,0.2683,0.66,0.00527289
2,0.0383,0.0349,0.4301,0.3735,0.00133667
3,0.0867,0.0633,0.8317,0.285,0.005488109999999999
3,0.065,0.055,0.6725,0.8925,0.003575
3,0.065,0.0783,0.9392,0.8592,0.005089499999999999
3,0.0883,0.0717,0.4858,0.6692,0.00633111
0,0.0517,0.0733,0.1508,0.5583,0.0037896100000000005
0,0.0433,0.0533,0.1883,0.2467,0.00230789
4,0.03,0.03,0.9083,0.1383,0.0009
4,0.0283,0.03,0.8742,0.6633,0.0008489999999999999
1,0.0667,0.0267,0.2283,0.7317,0.00178089
2,0.0383,0.0367,0.9342,0.8317,0.00140561
2,0.0333,0.035,0.5967,0.6008,0.0011655000000000003
2,0.0267,0.0267,0.4717,0.5217,0.0007128900000000001
3,0.08,0.0717,0.5933,0.9258,0.005736
3,0.0917,0.0767,0.7625,0.645,0.0070333900000000005
0,0.0449,0.0699,0.8361,0.2296,0.00313851
1,0.0499,0.0582,0.8552,0.9676,0.00290418
4,0.0267,0.0283,0.54,0.1508,0.00075561
4,0.0317,0.03,0.6125,0.4867,0.0009509999999999999
0,0.0383,0.05,0.5908,0.0767,0.001915
0,0.055,0.0267,0.8092,0.4717,0.0014685000000000002
2,0.0782,0.0782,0.9559,0.8344,0.006115240000000001
1,0.0899,0.0532,0.8053,0.2696,0.004782679999999999
1,0.0449,0.0932,0.1988,0.5408,0.0041846800000000005
5,0.0667,0.04,0.36,0.765,0.002668
5,0.0617,0.035,0.9642,0.5125,0.0021595
5,0.0367,0.0617,0.72,0.2175,0.0022643900000000002
4,0.0316,0.0483,0.723,0.6597,0.0015262800000000003
4,0.0449,0.0483,0.5749,0.7928,0.00216867
4,0.0399,0.0433,0.3428,0.4659,0.00172767
4,0.0399,0.0466,0.3095,0.9351,0.00185934
0,0.0367,0.0467,0.4967,0.7217,0.00171389
5,0.0449,0.1131,0.7629,0.9035,0.005078190000000001
5,0.0449,0.1331,0.119,0.8735,0.00597619
5,0.03,0.0965,0.9734,0.3228,0.002895
5,0.0416,0.0283,0.9759,0.53,0.00117728
2,0.04,0.0417,0.12,0.0558,0.001668
2,0.0533,0.0483,0.4783,0.5525,0.00257439
2,0.0417,0.0417,0.7058,0.3042,0.00173889
3,0.0783,0.1117,0.4925,0.1342,0.00874611
2,0.0467,0.0467,0.4333,0.555,0.00218089
0,0.0617,0.0267,0.4342,0.19,0.00164739
0,0.0217,0.0567,0.0858,0.1033,0.00123039
0,0.0283,0.0567,0.9225,0.3633,0.00160461
1,0.0832,0.0483,0.4792,0.8078,0.00401856
1,0.0666,0.0832,0.6855,0.8087,0.00554112
1,0.0349,0.1032,0.1273,0.8319,0.00360168
1,0.1131,0.0732,0.2529,0.2529,0.00827892
4,0.0367,0.035,0.2567,0.2308,0.0012845000000000003
4,0.0383,0.0417,0.0392,0.7742,0.0015971100000000001
4,0.04,0.045,0.3983,0.7425,0.0018
1,0.075,0.0367,0.6642,0.5033,0.0027525
1,0.0483,0.0982,0.3802,0.0774,0.00474306
1,0.0349,0.0666,0.297,0.579,0.0023243400000000003
2,0.0682,0.0499,0.916,0.0948,0.00340318
2,0.0749,0.0516,0.6913,0.3985,0.0038648399999999996
2,0.0699,0.0532,0.2479,0.5175,0.00371868
0,0.03,0.0483,0.2729,0.9077,0.001449
4,0.0566,0.025,0.2346,0.3369,0.001415
4,0.0266,0.0383,0.2546,0.1622,0.00101878
5,0.0733,0.0483,0.54,0.5808,0.0035403900000000005
5,0.0967,0.0883,0.4683,0.7925,0.00853861
3,0.0333,0.0399,0.228,0.7787,0.0013286700000000001
3,0.0399,0.0466,0.4493,0.7438,0.00185934
4,0.045,0.0433,0.2808,0.1667,0.0019485
4,0.0433,0.0467,0.245,0.505,0.0020221099999999997
4,0.04,0.0483,0.3933,0.6408,0.0019320000000000001
1,0.0366,0.0549,0.4359,0.0907,0.00200934
0,0.0333,0.035,0.5533,0.9575,0.0011655000000000003
0,0.0367,0.0367,0.5283,0.5933,0.0013468900000000003
4,0.0233,0.0283,0.91,0.1792,0.00065939
4,0.0267,0.0267,0.8,0.395,0.0007128900000000001
4,0.02,0.0267,0.9083,0.6283,0.0005340000000000001
4,0.0217,0.0233,0.6108,0.7133,0.0005056100000000001
4,0.0283,0.0267,0.2342,0.8833,0.00075561
5,0.0333,0.08,0.325,0.3483,0.002664
2,0.0333,0.03,0.27,0.705,0.000999
2,0.035,0.0333,0.3508,0.47,0.0011655000000000003
2,0.0367,0.03,0.5967,0.19,0.001101
2,0.0467,0.045,0.06,0.1908,0.0021015
2,0.0417,0.0383,0.4125,0.2308,0.0015971100000000001
1,0.0516,0.0732,0.3519,0.2213,0.00377712
1,0.0666,0.0998,0.7171,0.3045,0.00664668
0,0.065,0.0617,0.8008,0.6958,0.0040105
0,0.0233,0.0549,0.5507,0.6165,0.00127917
0,0.0649,0.03,0.9243,0.1597,0.001947
0,0.0699,0.0532,0.9185,0.0416,0.00371868
5,0.055,0.0483,0.1625,0.3708,0.0026565
5,0.0267,0.0717,0.9083,0.4175,0.0019143900000000002
2,0.0433,0.045,0.7517,0.1392,0.0019485
2,0.0533,0.0483,0.725,0.8042,0.00257439
0,0.0333,0.0467,0.7767,0.14,0.0015551100000000002
0,0.06,0.0333,0.3,0.4717,0.001998
0,0.0467,0.0283,0.8683,0.4992,0.00132161
5,0.04,0.1167,0.7683,0.7367,0.004668
3,0.0317,0.08,0.9825,0.295,0.002536
3,0.0867,0.0983,0.27,0.0742,0.00852261
3,0.0817,0.0733,0.5375,0.22,0.00598861
4,0.0383,0.0667,0.2825,0.81,0.0025546099999999997
4,0.065,0.0333,0.0342,0.9817,0.0021645
5,0.045,0.0283,0.9758,0.7875,0.0012735
5,0.0817,0.0283,0.2508,0.7058,0.0023121099999999996
5,0.035,0.1133,0.4475,0.7367,0.0039655
5,0.035,0.0467,0.0742,0.975,0.0016345
4,0.0217,0.0333,0.4992,0.7,0.00072261
4,0.03,0.0333,0.62,0.5583,0.000999
4,0.0367,0.04,0.9367,0.9033,0.0014680000000000001
3,0.0633,0.0467,0.3283,0.6117,0.0029561099999999996
3,0.0517,0.05,0.6542,0.5283,0.0025850000000000005
5,0.0367,0.0683,0.375,0.2058,0.0025066100000000003
5,0.04,0.0833,0.3233,0.6333,0.003332
5,0.095,0.0417,0.4375,0.3808,0.0039615
5,0.0683,0.0383,0.7692,0.2775,0.00261589
1,0.0416,0.0682,0.3502,0.9626,0.00283712
1,0.0599,0.0333,0.6439,0.614,0.0019946700000000005
2,0.045,0.0483,0.4642,0.7908,0.0021735
2,0.0417,0.0467,0.9725,0.8417,0.00194739
2,0.0433,0.0499,0.6522,0.5541,0.00216067
2,0.0416,0.0333,0.6913,0.1198,0.00138528
4,0.0417,0.0417,0.3042,0.1208,0.00173889
4,0.0333,0.0217,0.7817,0.1292,0.00072261
2,0.0316,0.0266,0.8894,0.8453,0.0008405600000000001
2,0.0349,0.0366,0.7745,0.7288,0.00127734
0,0.0366,0.0433,0.6356,0.4642,0.00158478
5,0.0882,0.0383,0.3852,0.4235,0.00337806
5,0.0765,0.0399,0.203,0.7671,0.0030523499999999997
3,0.0266,0.0732,0.015,0.5058,0.0019471199999999999
4,0.0283,0.0267,0.4108,0.5517,0.00075561
4,0.0383,0.0217,0.5758,0.9108,0.00083111
4,0.0283,0.0367,0.2342,0.6417,0.0010386100000000001
0,0.0516,0.0266,0.4667,0.8985,0.0013725599999999999
0,0.0517,0.06,0.3758,0.735,0.003102
0,0.0533,0.0333,0.62,0.9767,0.00177489
2,0.0533,0.065,0.4017,0.4758,0.0034645
